sim	N	mat_dist	comp_dist	disp_fun	disp_dist	rep	ngen
119	100	10	0.2	cauchy	2	1	50
120	100	1000	0.2	cauchy	2	1	50
121	100	2	20	cauchy	2	1	50
122	100	5	20	cauchy	2	1	50
123	100	10	20	cauchy	2	1	50
124	100	1000	20	cauchy	2	1	50
125	100	2	40	cauchy	2	1	50
126	100	5	40	cauchy	2	1	50
127	100	10	40	cauchy	2	1	50
128	100	1000	40	cauchy	2	1	50
129	100	2	0	exponential	2	1	50
130	100	5	0	exponential	2	1	50
131	100	10	0	exponential	2	1	50
132	100	1000	0	exponential	2	1	50
133	100	2	0.2	exponential	2	1	50
134	100	5	0.2	exponential	2	1	50
135	100	10	0.2	exponential	2	1	50
136	100	1000	0.2	exponential	2	1	50
137	100	2	20	exponential	2	1	50
138	100	5	20	exponential	2	1	50
139	100	10	20	exponential	2	1	50
140	100	1000	20	exponential	2	1	50
141	100	2	40	exponential	2	1	50
142	100	5	40	exponential	2	1	50
143	100	10	40	exponential	2	1	50
144	100	1000	40	exponential	2	1	50
145	100	2	0	uniform	2	1	50
146	100	5	0	uniform	2	1	50
147	100	10	0	uniform	2	1	50
148	100	1000	0	uniform	2	1	50
149	100	2	0.2	uniform	2	1	50
150	100	5	0.2	uniform	2	1	50
151	100	10	0.2	uniform	2	1	50
152	100	1000	0.2	uniform	2	1	50
153	100	2	20	uniform	2	1	50
154	100	5	20	uniform	2	1	50
155	100	10	20	uniform	2	1	50
156	100	1000	20	uniform	2	1	50
157	100	2	40	uniform	2	1	50
158	100	5	40	uniform	2	1	50
159	100	10	40	uniform	2	1	50
160	100	1000	40	uniform	2	1	50
161	100	2	0	brownian	3	1	50
162	100	5	0	brownian	3	1	50
163	100	10	0	brownian	3	1	50
164	100	1000	0	brownian	3	1	50
165	100	2	0.2	brownian	3	1	50
166	100	5	0.2	brownian	3	1	50
167	100	10	0.2	brownian	3	1	50
168	100	1000	0.2	brownian	3	1	50
169	100	2	20	brownian	3	1	50
170	100	5	20	brownian	3	1	50
171	100	10	20	brownian	3	1	50
172	100	1000	20	brownian	3	1	50
173	100	2	40	brownian	3	1	50
174	100	5	40	brownian	3	1	50
175	100	10	40	brownian	3	1	50
176	100	1000	40	brownian	3	1	50
177	100	2	0	normal	3	1	50
178	100	5	0	normal	3	1	50
179	100	10	0	normal	3	1	50
180	100	1000	0	normal	3	1	50
181	100	2	0.2	normal	3	1	50
182	100	5	0.2	normal	3	1	50
183	100	10	0.2	normal	3	1	50
184	100	1000	0.2	normal	3	1	50
185	100	2	20	normal	3	1	50
186	100	5	20	normal	3	1	50
187	100	10	20	normal	3	1	50
188	100	1000	20	normal	3	1	50
189	100	2	40	normal	3	1	50
190	100	5	40	normal	3	1	50
191	100	10	40	normal	3	1	50
192	100	1000	40	normal	3	1	50
193	100	2	0	cauchy	3	1	50
194	100	5	0	cauchy	3	1	50
195	100	10	0	cauchy	3	1	50
196	100	1000	0	cauchy	3	1	50
197	100	2	0.2	cauchy	3	1	50
198	100	5	0.2	cauchy	3	1	50
199	100	10	0.2	cauchy	3	1	50
200	100	1000	0.2	cauchy	3	1	50
201	100	2	20	cauchy	3	1	50
202	100	5	20	cauchy	3	1	50
203	100	10	20	cauchy	3	1	50
204	100	1000	20	cauchy	3	1	50
205	100	2	40	cauchy	3	1	50
206	100	5	40	cauchy	3	1	50
207	100	10	40	cauchy	3	1	50
208	100	1000	40	cauchy	3	1	50
209	100	2	0	exponential	3	1	50
210	100	5	0	exponential	3	1	50
211	100	10	0	exponential	3	1	50
212	100	1000	0	exponential	3	1	50
213	100	2	0.2	exponential	3	1	50
214	100	5	0.2	exponential	3	1	50
215	100	10	0.2	exponential	3	1	50
216	100	1000	0.2	exponential	3	1	50
217	100	2	20	exponential	3	1	50
218	100	5	20	exponential	3	1	50
219	100	10	20	exponential	3	1	50
220	100	1000	20	exponential	3	1	50
221	100	2	40	exponential	3	1	50
222	100	5	40	exponential	3	1	50
223	100	10	40	exponential	3	1	50
224	100	1000	40	exponential	3	1	50
225	100	2	0	uniform	3	1	50
226	100	5	0	uniform	3	1	50
227	100	10	0	uniform	3	1	50
228	100	1000	0	uniform	3	1	50
229	100	2	0.2	uniform	3	1	50
230	100	5	0.2	uniform	3	1	50
231	100	10	0.2	uniform	3	1	50
232	100	1000	0.2	uniform	3	1	50
233	100	2	20	uniform	3	1	50
234	100	5	20	uniform	3	1	50
235	100	10	20	uniform	3	1	50
236	100	1000	20	uniform	3	1	50
237	100	2	40	uniform	3	1	50
238	100	5	40	uniform	3	1	50
239	100	10	40	uniform	3	1	50
240	100	1000	40	uniform	3	1	50
241	100	2	0	brownian	1	2	50
242	100	5	0	brownian	1	2	50
243	100	10	0	brownian	1	2	50
244	100	1000	0	brownian	1	2	50
245	100	2	0.2	brownian	1	2	50
246	100	5	0.2	brownian	1	2	50
247	100	10	0.2	brownian	1	2	50
248	100	1000	0.2	brownian	1	2	50
249	100	2	20	brownian	1	2	50
250	100	5	20	brownian	1	2	50
251	100	10	20	brownian	1	2	50
252	100	1000	20	brownian	1	2	50
253	100	2	40	brownian	1	2	50
254	100	5	40	brownian	1	2	50
255	100	10	40	brownian	1	2	50
256	100	1000	40	brownian	1	2	50
257	100	2	0	normal	1	2	50
258	100	5	0	normal	1	2	50
259	100	10	0	normal	1	2	50
260	100	1000	0	normal	1	2	50
261	100	2	0.2	normal	1	2	50
262	100	5	0.2	normal	1	2	50
263	100	10	0.2	normal	1	2	50
264	100	1000	0.2	normal	1	2	50
265	100	2	20	normal	1	2	50
266	100	5	20	normal	1	2	50
267	100	10	20	normal	1	2	50
268	100	1000	20	normal	1	2	50
269	100	2	40	normal	1	2	50
270	100	5	40	normal	1	2	50
271	100	10	40	normal	1	2	50
272	100	1000	40	normal	1	2	50
273	100	2	0	cauchy	1	2	50
274	100	5	0	cauchy	1	2	50
275	100	10	0	cauchy	1	2	50
276	100	1000	0	cauchy	1	2	50
277	100	2	0.2	cauchy	1	2	50
278	100	5	0.2	cauchy	1	2	50
279	100	10	0.2	cauchy	1	2	50
280	100	1000	0.2	cauchy	1	2	50
281	100	2	20	cauchy	1	2	50
282	100	5	20	cauchy	1	2	50
283	100	10	20	cauchy	1	2	50
284	100	1000	20	cauchy	1	2	50
285	100	2	40	cauchy	1	2	50
286	100	5	40	cauchy	1	2	50
287	100	10	40	cauchy	1	2	50
288	100	1000	40	cauchy	1	2	50
289	100	2	0	exponential	1	2	50
290	100	5	0	exponential	1	2	50
291	100	10	0	exponential	1	2	50
292	100	1000	0	exponential	1	2	50
293	100	2	0.2	exponential	1	2	50
294	100	5	0.2	exponential	1	2	50
295	100	10	0.2	exponential	1	2	50
296	100	1000	0.2	exponential	1	2	50
297	100	2	20	exponential	1	2	50
298	100	5	20	exponential	1	2	50
299	100	10	20	exponential	1	2	50
300	100	1000	20	exponential	1	2	50
301	100	2	40	exponential	1	2	50
302	100	5	40	exponential	1	2	50
303	100	10	40	exponential	1	2	50
304	100	1000	40	exponential	1	2	50
305	100	2	0	uniform	1	2	50
306	100	5	0	uniform	1	2	50
307	100	10	0	uniform	1	2	50
308	100	1000	0	uniform	1	2	50
309	100	2	0.2	uniform	1	2	50
310	100	5	0.2	uniform	1	2	50
311	100	10	0.2	uniform	1	2	50
312	100	1000	0.2	uniform	1	2	50
313	100	2	20	uniform	1	2	50
314	100	5	20	uniform	1	2	50
315	100	10	20	uniform	1	2	50
316	100	1000	20	uniform	1	2	50
317	100	2	40	uniform	1	2	50
318	100	5	40	uniform	1	2	50
319	100	10	40	uniform	1	2	50
320	100	1000	40	uniform	1	2	50
321	100	2	0	brownian	2	2	50
322	100	5	0	brownian	2	2	50
323	100	10	0	brownian	2	2	50
324	100	1000	0	brownian	2	2	50
325	100	2	0.2	brownian	2	2	50
326	100	5	0.2	brownian	2	2	50
327	100	10	0.2	brownian	2	2	50
328	100	1000	0.2	brownian	2	2	50
329	100	2	20	brownian	2	2	50
330	100	5	20	brownian	2	2	50
331	100	10	20	brownian	2	2	50
332	100	1000	20	brownian	2	2	50
333	100	2	40	brownian	2	2	50
334	100	5	40	brownian	2	2	50
335	100	10	40	brownian	2	2	50
336	100	1000	40	brownian	2	2	50
337	100	2	0	normal	2	2	50
338	100	5	0	normal	2	2	50
339	100	10	0	normal	2	2	50
340	100	1000	0	normal	2	2	50
341	100	2	0.2	normal	2	2	50
342	100	5	0.2	normal	2	2	50
343	100	10	0.2	normal	2	2	50
344	100	1000	0.2	normal	2	2	50
345	100	2	20	normal	2	2	50
346	100	5	20	normal	2	2	50
347	100	10	20	normal	2	2	50
348	100	1000	20	normal	2	2	50
349	100	2	40	normal	2	2	50
350	100	5	40	normal	2	2	50
351	100	10	40	normal	2	2	50
352	100	1000	40	normal	2	2	50
353	100	2	0	cauchy	2	2	50
354	100	5	0	cauchy	2	2	50
355	100	10	0	cauchy	2	2	50
356	100	1000	0	cauchy	2	2	50
357	100	2	0.2	cauchy	2	2	50
358	100	5	0.2	cauchy	2	2	50
359	100	10	0.2	cauchy	2	2	50
360	100	1000	0.2	cauchy	2	2	50
361	100	2	20	cauchy	2	2	50
362	100	5	20	cauchy	2	2	50
363	100	10	20	cauchy	2	2	50
364	100	1000	20	cauchy	2	2	50
365	100	2	40	cauchy	2	2	50
366	100	5	40	cauchy	2	2	50
367	100	10	40	cauchy	2	2	50
368	100	1000	40	cauchy	2	2	50
369	100	2	0	exponential	2	2	50
370	100	5	0	exponential	2	2	50
371	100	10	0	exponential	2	2	50
372	100	1000	0	exponential	2	2	50
373	100	2	0.2	exponential	2	2	50
374	100	5	0.2	exponential	2	2	50
375	100	10	0.2	exponential	2	2	50
376	100	1000	0.2	exponential	2	2	50
377	100	2	20	exponential	2	2	50
378	100	5	20	exponential	2	2	50
379	100	10	20	exponential	2	2	50
380	100	1000	20	exponential	2	2	50
381	100	2	40	exponential	2	2	50
382	100	5	40	exponential	2	2	50
383	100	10	40	exponential	2	2	50
384	100	1000	40	exponential	2	2	50
385	100	2	0	uniform	2	2	50
386	100	5	0	uniform	2	2	50
387	100	10	0	uniform	2	2	50
388	100	1000	0	uniform	2	2	50
389	100	2	0.2	uniform	2	2	50
390	100	5	0.2	uniform	2	2	50
391	100	10	0.2	uniform	2	2	50
392	100	1000	0.2	uniform	2	2	50
393	100	2	20	uniform	2	2	50
394	100	5	20	uniform	2	2	50
395	100	10	20	uniform	2	2	50
396	100	1000	20	uniform	2	2	50
397	100	2	40	uniform	2	2	50
398	100	5	40	uniform	2	2	50
399	100	10	40	uniform	2	2	50
400	100	1000	40	uniform	2	2	50
401	100	2	0	brownian	3	2	50
402	100	5	0	brownian	3	2	50
403	100	10	0	brownian	3	2	50
404	100	1000	0	brownian	3	2	50
405	100	2	0.2	brownian	3	2	50
406	100	5	0.2	brownian	3	2	50
407	100	10	0.2	brownian	3	2	50
408	100	1000	0.2	brownian	3	2	50
409	100	2	20	brownian	3	2	50
410	100	5	20	brownian	3	2	50
411	100	10	20	brownian	3	2	50
412	100	1000	20	brownian	3	2	50
413	100	2	40	brownian	3	2	50
414	100	5	40	brownian	3	2	50
415	100	10	40	brownian	3	2	50
416	100	1000	40	brownian	3	2	50
417	100	2	0	normal	3	2	50
418	100	5	0	normal	3	2	50
419	100	10	0	normal	3	2	50
420	100	1000	0	normal	3	2	50
421	100	2	0.2	normal	3	2	50
422	100	5	0.2	normal	3	2	50
423	100	10	0.2	normal	3	2	50
424	100	1000	0.2	normal	3	2	50
425	100	2	20	normal	3	2	50
426	100	5	20	normal	3	2	50
427	100	10	20	normal	3	2	50
428	100	1000	20	normal	3	2	50
429	100	2	40	normal	3	2	50
430	100	5	40	normal	3	2	50
431	100	10	40	normal	3	2	50
432	100	1000	40	normal	3	2	50
433	100	2	0	cauchy	3	2	50
434	100	5	0	cauchy	3	2	50
435	100	10	0	cauchy	3	2	50
436	100	1000	0	cauchy	3	2	50
437	100	2	0.2	cauchy	3	2	50
438	100	5	0.2	cauchy	3	2	50
439	100	10	0.2	cauchy	3	2	50
440	100	1000	0.2	cauchy	3	2	50
441	100	2	20	cauchy	3	2	50
442	100	5	20	cauchy	3	2	50
443	100	10	20	cauchy	3	2	50
444	100	1000	20	cauchy	3	2	50
445	100	2	40	cauchy	3	2	50
446	100	5	40	cauchy	3	2	50
447	100	10	40	cauchy	3	2	50
448	100	1000	40	cauchy	3	2	50
449	100	2	0	exponential	3	2	50
450	100	5	0	exponential	3	2	50
451	100	10	0	exponential	3	2	50
452	100	1000	0	exponential	3	2	50
453	100	2	0.2	exponential	3	2	50
454	100	5	0.2	exponential	3	2	50
455	100	10	0.2	exponential	3	2	50
456	100	1000	0.2	exponential	3	2	50
457	100	2	20	exponential	3	2	50
458	100	5	20	exponential	3	2	50
459	100	10	20	exponential	3	2	50
460	100	1000	20	exponential	3	2	50
461	100	2	40	exponential	3	2	50
462	100	5	40	exponential	3	2	50
463	100	10	40	exponential	3	2	50
464	100	1000	40	exponential	3	2	50
465	100	2	0	uniform	3	2	50
466	100	5	0	uniform	3	2	50
467	100	10	0	uniform	3	2	50
468	100	1000	0	uniform	3	2	50
469	100	2	0.2	uniform	3	2	50
470	100	5	0.2	uniform	3	2	50
471	100	10	0.2	uniform	3	2	50
472	100	1000	0.2	uniform	3	2	50
473	100	2	20	uniform	3	2	50
474	100	5	20	uniform	3	2	50
475	100	10	20	uniform	3	2	50
476	100	1000	20	uniform	3	2	50
477	100	2	40	uniform	3	2	50
478	100	5	40	uniform	3	2	50
479	100	10	40	uniform	3	2	50
480	100	1000	40	uniform	3	2	50
481	100	2	0	brownian	1	3	50
482	100	5	0	brownian	1	3	50
483	100	10	0	brownian	1	3	50
484	100	1000	0	brownian	1	3	50
485	100	2	0.2	brownian	1	3	50
486	100	5	0.2	brownian	1	3	50
487	100	10	0.2	brownian	1	3	50
488	100	1000	0.2	brownian	1	3	50
489	100	2	20	brownian	1	3	50
490	100	5	20	brownian	1	3	50
491	100	10	20	brownian	1	3	50
492	100	1000	20	brownian	1	3	50
493	100	2	40	brownian	1	3	50
494	100	5	40	brownian	1	3	50
495	100	10	40	brownian	1	3	50
496	100	1000	40	brownian	1	3	50
497	100	2	0	normal	1	3	50
498	100	5	0	normal	1	3	50
499	100	10	0	normal	1	3	50
500	100	1000	0	normal	1	3	50
501	100	2	0.2	normal	1	3	50
502	100	5	0.2	normal	1	3	50
503	100	10	0.2	normal	1	3	50
504	100	1000	0.2	normal	1	3	50
505	100	2	20	normal	1	3	50
506	100	5	20	normal	1	3	50
507	100	10	20	normal	1	3	50
508	100	1000	20	normal	1	3	50
509	100	2	40	normal	1	3	50
510	100	5	40	normal	1	3	50
511	100	10	40	normal	1	3	50
512	100	1000	40	normal	1	3	50
513	100	2	0	cauchy	1	3	50
514	100	5	0	cauchy	1	3	50
515	100	10	0	cauchy	1	3	50
516	100	1000	0	cauchy	1	3	50
517	100	2	0.2	cauchy	1	3	50
518	100	5	0.2	cauchy	1	3	50
519	100	10	0.2	cauchy	1	3	50
520	100	1000	0.2	cauchy	1	3	50
521	100	2	20	cauchy	1	3	50
522	100	5	20	cauchy	1	3	50
523	100	10	20	cauchy	1	3	50
524	100	1000	20	cauchy	1	3	50
525	100	2	40	cauchy	1	3	50
526	100	5	40	cauchy	1	3	50
527	100	10	40	cauchy	1	3	50
528	100	1000	40	cauchy	1	3	50
529	100	2	0	exponential	1	3	50
530	100	5	0	exponential	1	3	50
531	100	10	0	exponential	1	3	50
532	100	1000	0	exponential	1	3	50
533	100	2	0.2	exponential	1	3	50
534	100	5	0.2	exponential	1	3	50
535	100	10	0.2	exponential	1	3	50
536	100	1000	0.2	exponential	1	3	50
537	100	2	20	exponential	1	3	50
538	100	5	20	exponential	1	3	50
539	100	10	20	exponential	1	3	50
540	100	1000	20	exponential	1	3	50
541	100	2	40	exponential	1	3	50
542	100	5	40	exponential	1	3	50
543	100	10	40	exponential	1	3	50
544	100	1000	40	exponential	1	3	50
545	100	2	0	uniform	1	3	50
546	100	5	0	uniform	1	3	50
547	100	10	0	uniform	1	3	50
548	100	1000	0	uniform	1	3	50
549	100	2	0.2	uniform	1	3	50
550	100	5	0.2	uniform	1	3	50
551	100	10	0.2	uniform	1	3	50
552	100	1000	0.2	uniform	1	3	50
553	100	2	20	uniform	1	3	50
554	100	5	20	uniform	1	3	50
555	100	10	20	uniform	1	3	50
556	100	1000	20	uniform	1	3	50
557	100	2	40	uniform	1	3	50
558	100	5	40	uniform	1	3	50
559	100	10	40	uniform	1	3	50
560	100	1000	40	uniform	1	3	50
561	100	2	0	brownian	2	3	50
562	100	5	0	brownian	2	3	50
563	100	10	0	brownian	2	3	50
564	100	1000	0	brownian	2	3	50
565	100	2	0.2	brownian	2	3	50
566	100	5	0.2	brownian	2	3	50
567	100	10	0.2	brownian	2	3	50
568	100	1000	0.2	brownian	2	3	50
569	100	2	20	brownian	2	3	50
570	100	5	20	brownian	2	3	50
571	100	10	20	brownian	2	3	50
572	100	1000	20	brownian	2	3	50
573	100	2	40	brownian	2	3	50
574	100	5	40	brownian	2	3	50
575	100	10	40	brownian	2	3	50
576	100	1000	40	brownian	2	3	50
577	100	2	0	normal	2	3	50
578	100	5	0	normal	2	3	50
579	100	10	0	normal	2	3	50
580	100	1000	0	normal	2	3	50
581	100	2	0.2	normal	2	3	50
582	100	5	0.2	normal	2	3	50
583	100	10	0.2	normal	2	3	50
584	100	1000	0.2	normal	2	3	50
585	100	2	20	normal	2	3	50
586	100	5	20	normal	2	3	50
587	100	10	20	normal	2	3	50
588	100	1000	20	normal	2	3	50
589	100	2	40	normal	2	3	50
590	100	5	40	normal	2	3	50
591	100	10	40	normal	2	3	50
592	100	1000	40	normal	2	3	50
593	100	2	0	cauchy	2	3	50
594	100	5	0	cauchy	2	3	50
595	100	10	0	cauchy	2	3	50
596	100	1000	0	cauchy	2	3	50
597	100	2	0.2	cauchy	2	3	50
598	100	5	0.2	cauchy	2	3	50
599	100	10	0.2	cauchy	2	3	50
600	100	1000	0.2	cauchy	2	3	50
601	100	2	20	cauchy	2	3	50
602	100	5	20	cauchy	2	3	50
603	100	10	20	cauchy	2	3	50
604	100	1000	20	cauchy	2	3	50
605	100	2	40	cauchy	2	3	50
606	100	5	40	cauchy	2	3	50
607	100	10	40	cauchy	2	3	50
608	100	1000	40	cauchy	2	3	50
609	100	2	0	exponential	2	3	50
610	100	5	0	exponential	2	3	50
611	100	10	0	exponential	2	3	50
612	100	1000	0	exponential	2	3	50
613	100	2	0.2	exponential	2	3	50
614	100	5	0.2	exponential	2	3	50
615	100	10	0.2	exponential	2	3	50
616	100	1000	0.2	exponential	2	3	50
617	100	2	20	exponential	2	3	50
618	100	5	20	exponential	2	3	50
619	100	10	20	exponential	2	3	50
620	100	1000	20	exponential	2	3	50
621	100	2	40	exponential	2	3	50
622	100	5	40	exponential	2	3	50
623	100	10	40	exponential	2	3	50
624	100	1000	40	exponential	2	3	50
625	100	2	0	uniform	2	3	50
626	100	5	0	uniform	2	3	50
627	100	10	0	uniform	2	3	50
628	100	1000	0	uniform	2	3	50
629	100	2	0.2	uniform	2	3	50
630	100	5	0.2	uniform	2	3	50
631	100	10	0.2	uniform	2	3	50
632	100	1000	0.2	uniform	2	3	50
633	100	2	20	uniform	2	3	50
634	100	5	20	uniform	2	3	50
635	100	10	20	uniform	2	3	50
636	100	1000	20	uniform	2	3	50
637	100	2	40	uniform	2	3	50
638	100	5	40	uniform	2	3	50
639	100	10	40	uniform	2	3	50
640	100	1000	40	uniform	2	3	50
641	100	2	0	brownian	3	3	50
642	100	5	0	brownian	3	3	50
643	100	10	0	brownian	3	3	50
644	100	1000	0	brownian	3	3	50
645	100	2	0.2	brownian	3	3	50
646	100	5	0.2	brownian	3	3	50
647	100	10	0.2	brownian	3	3	50
648	100	1000	0.2	brownian	3	3	50
649	100	2	20	brownian	3	3	50
650	100	5	20	brownian	3	3	50
651	100	10	20	brownian	3	3	50
652	100	1000	20	brownian	3	3	50
653	100	2	40	brownian	3	3	50
654	100	5	40	brownian	3	3	50
655	100	10	40	brownian	3	3	50
656	100	1000	40	brownian	3	3	50
657	100	2	0	normal	3	3	50
658	100	5	0	normal	3	3	50
659	100	10	0	normal	3	3	50
660	100	1000	0	normal	3	3	50
661	100	2	0.2	normal	3	3	50
662	100	5	0.2	normal	3	3	50
663	100	10	0.2	normal	3	3	50
664	100	1000	0.2	normal	3	3	50
665	100	2	20	normal	3	3	50
666	100	5	20	normal	3	3	50
667	100	10	20	normal	3	3	50
668	100	1000	20	normal	3	3	50
669	100	2	40	normal	3	3	50
670	100	5	40	normal	3	3	50
671	100	10	40	normal	3	3	50
672	100	1000	40	normal	3	3	50
673	100	2	0	cauchy	3	3	50
674	100	5	0	cauchy	3	3	50
675	100	10	0	cauchy	3	3	50
676	100	1000	0	cauchy	3	3	50
677	100	2	0.2	cauchy	3	3	50
678	100	5	0.2	cauchy	3	3	50
679	100	10	0.2	cauchy	3	3	50
680	100	1000	0.2	cauchy	3	3	50
681	100	2	20	cauchy	3	3	50
682	100	5	20	cauchy	3	3	50
683	100	10	20	cauchy	3	3	50
684	100	1000	20	cauchy	3	3	50
685	100	2	40	cauchy	3	3	50
686	100	5	40	cauchy	3	3	50
687	100	10	40	cauchy	3	3	50
688	100	1000	40	cauchy	3	3	50
689	100	2	0	exponential	3	3	50
690	100	5	0	exponential	3	3	50
691	100	10	0	exponential	3	3	50
692	100	1000	0	exponential	3	3	50
693	100	2	0.2	exponential	3	3	50
694	100	5	0.2	exponential	3	3	50
695	100	10	0.2	exponential	3	3	50
696	100	1000	0.2	exponential	3	3	50
697	100	2	20	exponential	3	3	50
698	100	5	20	exponential	3	3	50
699	100	10	20	exponential	3	3	50
700	100	1000	20	exponential	3	3	50
701	100	2	40	exponential	3	3	50
702	100	5	40	exponential	3	3	50
703	100	10	40	exponential	3	3	50
704	100	1000	40	exponential	3	3	50
705	100	2	0	uniform	3	3	50
706	100	5	0	uniform	3	3	50
707	100	10	0	uniform	3	3	50
708	100	1000	0	uniform	3	3	50
709	100	2	0.2	uniform	3	3	50
710	100	5	0.2	uniform	3	3	50
711	100	10	0.2	uniform	3	3	50
712	100	1000	0.2	uniform	3	3	50
713	100	2	20	uniform	3	3	50
714	100	5	20	uniform	3	3	50
715	100	10	20	uniform	3	3	50
716	100	1000	20	uniform	3	3	50
717	100	2	40	uniform	3	3	50
718	100	5	40	uniform	3	3	50
719	100	10	40	uniform	3	3	50
720	100	1000	40	uniform	3	3	50
